id,type,section_id,section_name,web_publication_date,web_title,web_url,api_url,is_hosted,pillar_id,pillar_name,counter,formatted_date,year
film/2020/jan/16/its-a-war-between-technology-and-a-donkey-how-ai-is-shaking-up-hollywood,article,film,Film,2020-01-16 15:00:35,'It's a war between technology and a donkey' – how AI is shaking up Hollywood,https://www.theguardian.com/film/2020/jan/16/its-a-war-between-technology-and-a-donkey-how-ai-is-shaking-up-hollywood,https://content.guardianapis.com/film/2020/jan/16/its-a-war-between-technology-and-a-donkey-how-ai-is-shaking-up-hollywood,False,pillar/arts,Arts,5,16/01/2020,2020
society/2019/nov/18/child-protection-ai-predict-prevent-risks,article,society,Society,2019-11-18 10:15:43,Is it right to use AI to identify children at risk of harm?,https://www.theguardian.com/society/2019/nov/18/child-protection-ai-predict-prevent-risks,https://content.guardianapis.com/society/2019/nov/18/child-protection-ai-predict-prevent-risks,False,pillar/news,News,5,18/11/2019,2019
technology/2019/nov/12/google-medical-data-project-nightingale-secret-transfer-us-health-information,article,technology,Technology,2019-11-12 15:29:07,Google's secret cache of medical data includes names and full details of millions – whistleblower,https://www.theguardian.com/technology/2019/nov/12/google-medical-data-project-nightingale-secret-transfer-us-health-information,https://content.guardianapis.com/technology/2019/nov/12/google-medical-data-project-nightingale-secret-transfer-us-health-information,False,pillar/news,News,6,12/11/2019,2019
music/2019/nov/03/ada-lovelace-imagining-the-analytical-engine-review-barbican-london,article,music,Music,2019-11-03 12:15:06,Ada Lovelace: Imagining the Analytical Engine review – where rhythms meet algorithms,https://www.theguardian.com/music/2019/nov/03/ada-lovelace-imagining-the-analytical-engine-review-barbican-london,https://content.guardianapis.com/music/2019/nov/03/ada-lovelace-imagining-the-analytical-engine-review-barbican-london,False,pillar/arts,Arts,6,03/11/2019,2019
technology/2019/oct/25/unilever-saves-on-recruiters-by-using-ai-to-assess-job-interviews,article,technology,Technology,2019-10-25 05:00:11,Unilever saves on recruiters by using AI to assess job interviews,https://www.theguardian.com/technology/2019/oct/25/unilever-saves-on-recruiters-by-using-ai-to-assess-job-interviews,https://content.guardianapis.com/technology/2019/oct/25/unilever-saves-on-recruiters-by-using-ai-to-assess-job-interviews,False,pillar/news,News,6,25/10/2019,2019
technology/2019/oct/20/tinder-boss-elie-seidman-if-you-behave-badly-we-want-you-out,article,technology,Technology,2019-10-20 13:00:55,"Tinder boss Elie Seidman: ‘If you behave badly, we want you out’",https://www.theguardian.com/technology/2019/oct/20/tinder-boss-elie-seidman-if-you-behave-badly-we-want-you-out,https://content.guardianapis.com/technology/2019/oct/20/tinder-boss-elie-seidman-if-you-behave-badly-we-want-you-out,False,pillar/news,News,6,20/10/2019,2019
technology/2019/oct/14/automating-poverty-algorithms-punish-poor,article,technology,Technology,2019-10-14 09:00:14,Digital dystopia: how algorithms punish the poor,https://www.theguardian.com/technology/2019/oct/14/automating-poverty-algorithms-punish-poor,https://content.guardianapis.com/technology/2019/oct/14/automating-poverty-algorithms-punish-poor,False,pillar/news,News,6,14/10/2019,2019
politics/2019/oct/11/dominic-cummings-accused-of-conflict-of-interest-over-nhs-fund,article,politics,Politics,2019-10-11 11:00:10,Dominic Cummings accused of conflict of interest over NHS fund,https://www.theguardian.com/politics/2019/oct/11/dominic-cummings-accused-of-conflict-of-interest-over-nhs-fund,https://content.guardianapis.com/politics/2019/oct/11/dominic-cummings-accused-of-conflict-of-interest-over-nhs-fund,False,pillar/news,News,7,11/10/2019,2019
society/2019/aug/08/boris-johnson-pledges-250m-for-nhs-artificial-intelligence,article,society,Society,2019-08-07 23:01:06,Boris Johnson pledges £250m for NHS artificial intelligence,https://www.theguardian.com/society/2019/aug/08/boris-johnson-pledges-250m-for-nhs-artificial-intelligence,https://content.guardianapis.com/society/2019/aug/08/boris-johnson-pledges-250m-for-nhs-artificial-intelligence,False,pillar/news,News,7,07/08/2019,2019
australia-news/2019/aug/03/buy-now-pay-later-ai-and-the-red-light-risk-for-millions-of-australian-jobs,article,australia-news,Australia news,2019-08-02 22:00:30,"Buy now, pay later: AI and the ‘red-light risk' for millions of Australian jobs",https://www.theguardian.com/australia-news/2019/aug/03/buy-now-pay-later-ai-and-the-red-light-risk-for-millions-of-australian-jobs,https://content.guardianapis.com/australia-news/2019/aug/03/buy-now-pay-later-ai-and-the-red-light-risk-for-millions-of-australian-jobs,False,pillar/news,News,7,02/08/2019,2019
football/2019/aug/01/bt-sport-football-season-predictor-data-ai,article,football,Football,2019-08-01 14:00:53,BT’s season predictor shows data leaves football bedevilled by details | Jonathan Wilson,https://www.theguardian.com/football/2019/aug/01/bt-sport-football-season-predictor-data-ai,https://content.guardianapis.com/football/2019/aug/01/bt-sport-football-season-predictor-data-ai,False,pillar/sport,Sport,7,01/08/2019,2019
education/2019/jun/27/snake-oil-or-panacea-can-technology-improve-student-mental-health,article,education,Education,2019-06-27 06:00:13,Snake oil or panacea: can technology improve student mental health?,https://www.theguardian.com/education/2019/jun/27/snake-oil-or-panacea-can-technology-improve-student-mental-health,https://content.guardianapis.com/education/2019/jun/27/snake-oil-or-panacea-can-technology-improve-student-mental-health,False,pillar/news,News,7,27/06/2019,2019
technology/2019/jun/12/perth-councils-facial-recognition-trial-accused-of-blanket-surveillance,article,technology,Technology,2019-06-11 21:25:18,Perth council facial recognition trial greeted with concern and scepticism,https://www.theguardian.com/technology/2019/jun/12/perth-councils-facial-recognition-trial-accused-of-blanket-surveillance,https://content.guardianapis.com/technology/2019/jun/12/perth-councils-facial-recognition-trial-accused-of-blanket-surveillance,False,pillar/news,News,8,11/06/2019,2019
society/2019/mar/22/share-any-data-stay-alive-progress-digital-healthcare-public-services,article,society,Society,2019-03-22 09:02:22,'I'd share any data to stay alive longer': the progress of digital public services,https://www.theguardian.com/society/2019/mar/22/share-any-data-stay-alive-progress-digital-healthcare-public-services,https://content.guardianapis.com/society/2019/mar/22/share-any-data-stay-alive-progress-digital-healthcare-public-services,False,pillar/news,News,8,22/03/2019,2019
uk-news/2019/mar/17/cambridge-analytica-year-on-lesson-in-institutional-failure-christopher-wylie,article,uk-news,UK news,2019-03-17 08:00:08,Cambridge Analytica a year on: ‘a lesson in institutional failure’,https://www.theguardian.com/uk-news/2019/mar/17/cambridge-analytica-year-on-lesson-in-institutional-failure-christopher-wylie,https://content.guardianapis.com/uk-news/2019/mar/17/cambridge-analytica-year-on-lesson-in-institutional-failure-christopher-wylie,False,pillar/news,News,8,17/03/2019,2019
books/2019/mar/12/the-creativity-code-marcus-du-sautoy-review,article,books,Books,2019-03-12 07:00:38,The Creativity Code by Marcus du Sautoy – review,https://www.theguardian.com/books/2019/mar/12/the-creativity-code-marcus-du-sautoy-review,https://content.guardianapis.com/books/2019/mar/12/the-creativity-code-marcus-du-sautoy-review,False,pillar/arts,Arts,8,12/03/2019,2019
commentisfree/2019/mar/06/digital-manipulation-eu-elections-personal-information,article,commentisfree,Opinion,2019-03-06 06:00:17,Why it's too easy to manipulate voters – and steal the EU elections | Eleonora Nestola,https://www.theguardian.com/commentisfree/2019/mar/06/digital-manipulation-eu-elections-personal-information,https://content.guardianapis.com/commentisfree/2019/mar/06/digital-manipulation-eu-elections-personal-information,False,pillar/opinion,Opinion,8,06/03/2019,2019
education/2019/feb/22/are-university-campuses-turning-into-mini-smart-cities,article,education,Education,2019-02-22 14:07:04,Are university campuses turning into mini smart cities?,https://www.theguardian.com/education/2019/feb/22/are-university-campuses-turning-into-mini-smart-cities,https://content.guardianapis.com/education/2019/feb/22/are-university-campuses-turning-into-mini-smart-cities,False,pillar/news,News,9,22/02/2019,2019
education/2019/jan/22/jobs-of-the-future-are-you-ready-to-join-in,article,education,Education,2019-01-22 16:33:17,Jobs of the future: are you ready to join in?,https://www.theguardian.com/education/2019/jan/22/jobs-of-the-future-are-you-ready-to-join-in,https://content.guardianapis.com/education/2019/jan/22/jobs-of-the-future-are-you-ready-to-join-in,False,pillar/news,News,9,22/01/2019,2019
education/2018/dec/20/how-do-universities-prepare-for-jobs-that-dont-yet-exist,article,education,Education,2018-12-20 07:00:23,How do universities prepare graduates for jobs that don't yet exist?,https://www.theguardian.com/education/2018/dec/20/how-do-universities-prepare-for-jobs-that-dont-yet-exist,https://content.guardianapis.com/education/2018/dec/20/how-do-universities-prepare-for-jobs-that-dont-yet-exist,False,pillar/news,News,9,20/12/2018,2018
future-focused-it/2018/nov/12/the-move-to-the-cloud-has-liberated-me-three-cios-on-their-evolving-roles,article,future-focused-it,Future-focused IT,2018-11-12 13:21:35,‘The move to the cloud has liberated me’: three CIOs on their evolving roles,https://www.theguardian.com/future-focused-it/2018/nov/12/the-move-to-the-cloud-has-liberated-me-three-cios-on-their-evolving-roles,https://content.guardianapis.com/future-focused-it/2018/nov/12/the-move-to-the-cloud-has-liberated-me-three-cios-on-their-evolving-roles,False,,,9,12/11/2018,2018
future-focused-it/2018/nov/12/is-ai-the-new-electricity,article,future-focused-it,Future-focused IT,2018-11-12 13:21:33,Is AI the new electricity?,https://www.theguardian.com/future-focused-it/2018/nov/12/is-ai-the-new-electricity,https://content.guardianapis.com/future-focused-it/2018/nov/12/is-ai-the-new-electricity,False,,,9,12/11/2018,2018
technology/shortcuts/2018/sep/19/alexa-virtual-assistant-manners-and-etiquette,article,technology,Technology,2018-09-19 16:24:18,"‘Alexa – can you teach my kids some manners, please?’",https://www.theguardian.com/technology/shortcuts/2018/sep/19/alexa-virtual-assistant-manners-and-etiquette,https://content.guardianapis.com/technology/shortcuts/2018/sep/19/alexa-virtual-assistant-manners-and-etiquette,False,pillar/news,News,10,19/09/2018,2018
technology/2018/jul/29/the-robot-will-see-you-now-could-computers-take-over-medicine-entirely,article,technology,Technology,2018-07-29 06:00:51,The robot will see you now: could computers take over medicine entirely?,https://www.theguardian.com/technology/2018/jul/29/the-robot-will-see-you-now-could-computers-take-over-medicine-entirely,https://content.guardianapis.com/technology/2018/jul/29/the-robot-will-see-you-now-could-computers-take-over-medicine-entirely,False,pillar/news,News,10,29/07/2018,2018
football/2018/jul/14/investment-banks-predict-world-cup-failures,article,football,Football,2018-07-14 10:00:37,Investment banks thought they were smart enough to predict the World Cup. They weren't,https://www.theguardian.com/football/2018/jul/14/investment-banks-predict-world-cup-failures,https://content.guardianapis.com/football/2018/jul/14/investment-banks-predict-world-cup-failures,False,pillar/sport,Sport,10,14/07/2018,2018
technology/2018/jul/07/artificial-intelligence-can-tell-your-sexuality-politics-surveillance-paul-lewis,article,technology,Technology,2018-07-07 09:00:26,'I was shocked it was so easy': ​meet the professor who says facial recognition ​​can tell if you're gay,https://www.theguardian.com/technology/2018/jul/07/artificial-intelligence-can-tell-your-sexuality-politics-surveillance-paul-lewis,https://content.guardianapis.com/technology/2018/jul/07/artificial-intelligence-can-tell-your-sexuality-politics-surveillance-paul-lewis,False,pillar/news,News,10,07/07/2018,2018
technology/2018/jun/13/mexico-us-border-wall-surveillance-artificial-intelligence-technology,article,technology,Technology,2018-06-13 12:27:42,'Surveillance society': has technology at the US-Mexico border gone too far?,https://www.theguardian.com/technology/2018/jun/13/mexico-us-border-wall-surveillance-artificial-intelligence-technology,https://content.guardianapis.com/technology/2018/jun/13/mexico-us-border-wall-surveillance-artificial-intelligence-technology,False,pillar/news,News,10,13/06/2018,2018
uk-news/live/2018/jun/12/arron-banks-and-andy-wigmore-face-mps-leave-eu-brexit-russia-live,liveblog,uk-news,UK news,2018-06-12 14:17:13,Arron Banks walks out as MPs' questions on Brexit and Russia run late – as it happened,https://www.theguardian.com/uk-news/live/2018/jun/12/arron-banks-and-andy-wigmore-face-mps-leave-eu-brexit-russia-live,https://content.guardianapis.com/uk-news/live/2018/jun/12/arron-banks-and-andy-wigmore-face-mps-leave-eu-brexit-russia-live,False,pillar/news,News,11,12/06/2018,2018
uk-news/2018/may/27/police-trial-ai-software-to-help-process-mobile-phone-evidence,article,uk-news,UK news,2018-05-27 14:36:46,Police trial AI software to help process mobile phone evidence,https://www.theguardian.com/uk-news/2018/may/27/police-trial-ai-software-to-help-process-mobile-phone-evidence,https://content.guardianapis.com/uk-news/2018/may/27/police-trial-ai-software-to-help-process-mobile-phone-evidence,False,pillar/news,News,11,27/05/2018,2018
technology/2018/may/22/the-revolutionising-potential-of-medical-ai,article,technology,Technology,2018-05-22 17:02:21,The revolutionising potential of medical AI | Letters,https://www.theguardian.com/technology/2018/may/22/the-revolutionising-potential-of-medical-ai,https://content.guardianapis.com/technology/2018/may/22/the-revolutionising-potential-of-medical-ai,False,pillar/news,News,11,22/05/2018,2018
technology/2018/may/15/facebook-closed-583m-fake-accounts-in-first-three-months-of-2018,article,technology,Technology,2018-05-15 14:00:21,Facebook closed 583m fake accounts in first three months of 2018,https://www.theguardian.com/technology/2018/may/15/facebook-closed-583m-fake-accounts-in-first-three-months-of-2018,https://content.guardianapis.com/technology/2018/may/15/facebook-closed-583m-fake-accounts-in-first-three-months-of-2018,False,pillar/news,News,11,15/05/2018,2018
business-to-business/2018/apr/27/meet-the-startup-on-a-mission-to-eliminate-traffic-jams,article,business-to-business,Business to business,2018-04-27 09:41:38,Meet the startup on a mission to eliminate traffic jams,https://www.theguardian.com/business-to-business/2018/apr/27/meet-the-startup-on-a-mission-to-eliminate-traffic-jams,https://content.guardianapis.com/business-to-business/2018/apr/27/meet-the-startup-on-a-mission-to-eliminate-traffic-jams,False,pillar/news,News,11,27/04/2018,2018
technology/2018/apr/24/the-two-pizza-rule-and-the-secret-of-amazons-success,article,technology,Technology,2018-04-24 15:32:36,The two-pizza rule and the secret of Amazon's success,https://www.theguardian.com/technology/2018/apr/24/the-two-pizza-rule-and-the-secret-of-amazons-success,https://content.guardianapis.com/technology/2018/apr/24/the-two-pizza-rule-and-the-secret-of-amazons-success,False,pillar/news,News,12,24/04/2018,2018
technology/askjack/2018/apr/19/whats-the-best-email-service-that-doesnt-scan-emails-for-ad-targeting,article,technology,Technology,2018-04-19 12:19:07,What’s the best email service that doesn’t scan emails for ad-targeting?,https://www.theguardian.com/technology/askjack/2018/apr/19/whats-the-best-email-service-that-doesnt-scan-emails-for-ad-targeting,https://content.guardianapis.com/technology/askjack/2018/apr/19/whats-the-best-email-service-that-doesnt-scan-emails-for-ad-targeting,False,pillar/news,News,12,19/04/2018,2018
technology/2018/apr/16/cambridge-analytica-scandal-highlights-need-for-ai-regulation,article,technology,Technology,2018-04-15 23:01:04,Cambridge Analytica scandal 'highlights need for AI regulation',https://www.theguardian.com/technology/2018/apr/16/cambridge-analytica-scandal-highlights-need-for-ai-regulation,https://content.guardianapis.com/technology/2018/apr/16/cambridge-analytica-scandal-highlights-need-for-ai-regulation,False,pillar/news,News,12,15/04/2018,2018
commentisfree/2018/mar/22/are-cambridge-analyticas-insights-even-that-insightful,article,commentisfree,Opinion,2018-03-22 04:54:13,Are Cambridge Analytica’s psychometric insights all that insightful? | Ellen Broad,https://www.theguardian.com/commentisfree/2018/mar/22/are-cambridge-analyticas-insights-even-that-insightful,https://content.guardianapis.com/commentisfree/2018/mar/22/are-cambridge-analyticas-insights-even-that-insightful,False,pillar/opinion,Opinion,12,22/03/2018,2018
news/2018/mar/17/data-war-whistleblower-christopher-wylie-faceook-nix-bannon-trump,article,news,News,2018-03-18 09:44:46,‘I made Steve Bannon’s psychological warfare tool’: meet the data war whistleblower,https://www.theguardian.com/news/2018/mar/17/data-war-whistleblower-christopher-wylie-faceook-nix-bannon-trump,https://content.guardianapis.com/news/2018/mar/17/data-war-whistleblower-christopher-wylie-faceook-nix-bannon-trump,False,pillar/news,News,12,18/03/2018,2018
inequality/2018/mar/04/dehumanising-impenetrable-frustrating-the-grim-reality-of-job-hunting-in-the-age-of-ai,article,inequality,Inequality,2018-03-04 08:00:42,"'Dehumanising, impenetrable, frustrating': the grim reality of job hunting in the age of AI",https://www.theguardian.com/inequality/2018/mar/04/dehumanising-impenetrable-frustrating-the-grim-reality-of-job-hunting-in-the-age-of-ai,https://content.guardianapis.com/inequality/2018/mar/04/dehumanising-impenetrable-frustrating-the-grim-reality-of-job-hunting-in-the-age-of-ai,False,pillar/news,News,13,04/03/2018,2018
technology/2018/feb/02/global-smartphone-market-drops-biggest-fall-apple-china-iphone-x,article,technology,Technology,2018-02-02 11:24:33,Global smartphone market drops 9% in biggest ever fall,https://www.theguardian.com/technology/2018/feb/02/global-smartphone-market-drops-biggest-fall-apple-china-iphone-x,https://content.guardianapis.com/technology/2018/feb/02/global-smartphone-market-drops-biggest-fall-apple-china-iphone-x,False,pillar/news,News,13,02/02/2018,2018
science/political-science/2017/dec/15/data-will-change-the-world-and-we-must-get-its-governance-right,article,science,Science,2017-12-15 08:00:11,"Data will change the world, and we must get its governance right",https://www.theguardian.com/science/political-science/2017/dec/15/data-will-change-the-world-and-we-must-get-its-governance-right,https://content.guardianapis.com/science/political-science/2017/dec/15/data-will-change-the-world-and-we-must-get-its-governance-right,False,pillar/news,News,13,15/12/2017,2017
technology/2017/nov/15/tim-berners-lee-world-wide-web-net-neutrality,article,technology,Technology,2017-11-16 01:23:23,Tim Berners-Lee on the future of the web: 'The system is failing',https://www.theguardian.com/technology/2017/nov/15/tim-berners-lee-world-wide-web-net-neutrality,https://content.guardianapis.com/technology/2017/nov/15/tim-berners-lee-world-wide-web-net-neutrality,False,pillar/news,News,13,16/11/2017,2017
news/2017/oct/31/coders-of-the-world-unite-can-silicon-valley-workers-curb-the-power-of-big-tech,article,news,News,2017-10-31 06:00:17,"Coders of the world, unite: can Silicon Valley workers curb the power of Big Tech?",https://www.theguardian.com/news/2017/oct/31/coders-of-the-world-unite-can-silicon-valley-workers-curb-the-power-of-big-tech,https://content.guardianapis.com/news/2017/oct/31/coders-of-the-world-unite-can-silicon-valley-workers-curb-the-power-of-big-tech,False,pillar/news,News,13,31/10/2017,2017
media/2017/oct/24/changing-media-summit-2018-speakers,article,media,Media,2017-10-24 14:25:05,Changing Media Summit 2018 speakers,https://www.theguardian.com/media/2017/oct/24/changing-media-summit-2018-speakers,https://content.guardianapis.com/media/2017/oct/24/changing-media-summit-2018-speakers,False,pillar/news,News,14,24/10/2017,2017
public-leaders-network/2017/sep/13/autonomous-vehicles-data-management-public-consultation,article,public-leaders-network,Public Leaders Network,2017-09-13 06:23:04,Autonomous vehicles livechat best bits,https://www.theguardian.com/public-leaders-network/2017/sep/13/autonomous-vehicles-data-management-public-consultation,https://content.guardianapis.com/public-leaders-network/2017/sep/13/autonomous-vehicles-data-management-public-consultation,False,pillar/news,News,14,13/09/2017,2017
technology/2017/aug/01/data-browsing-habits-brokers,article,technology,Technology,2017-08-01 06:00:10,"'Anonymous' browsing data can be easily exposed, researchers reveal",https://www.theguardian.com/technology/2017/aug/01/data-browsing-habits-brokers,https://content.guardianapis.com/technology/2017/aug/01/data-browsing-habits-brokers,False,pillar/news,News,14,01/08/2017,2017
small-business-network/2017/jul/14/obama-app-orai-public-speaking-artificial-intelligence,article,small-business-network,Guardian Small Business Network,2017-07-14 06:00:15,Want to captivate an audience like Obama? There’s an app for that,https://www.theguardian.com/small-business-network/2017/jul/14/obama-app-orai-public-speaking-artificial-intelligence,https://content.guardianapis.com/small-business-network/2017/jul/14/obama-app-orai-public-speaking-artificial-intelligence,False,pillar/news,News,14,14/07/2017,2017
technology/2017/may/14/robert-mercer-cambridge-analytica-leave-eu-referendum-brexit-campaigns,article,technology,Technology,2017-05-14 07:00:10,Follow the data: does a legal document link Brexit campaigns to US billionaire?,https://www.theguardian.com/technology/2017/may/14/robert-mercer-cambridge-analytica-leave-eu-referendum-brexit-campaigns,https://content.guardianapis.com/technology/2017/may/14/robert-mercer-cambridge-analytica-leave-eu-referendum-brexit-campaigns,False,pillar/news,News,14,14/05/2017,2017
